Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Pre_Assoc	Post_Assoc_Avg
1132	My brother, the electrician, had a good day at work.	My [MASK], the electrician, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	electrician	male	-0.1770437977230041	-0.2793253460894706
1133	My brother, the repairer, had a good day at work.	My [MASK], the repairer, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	repairer	male	0.0199623203777925	0.3259140072045549
1134	My brother, the conductor, had a good day at work.	My [MASK], the conductor, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	conductor	male	0.2271859366730207	0.03272687325087981
1135	My brother, the plumber, had a good day at work.	My [MASK], the plumber, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	plumber	male	0.2517537646421295	0.2760340686436373
1136	My brother, the carpenter, had a good day at work.	My [MASK], the carpenter, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	carpenter	male	0.3724158890625249	0.661631316593592
1137	My brother, the security system installer, had a good day at work.	My [MASK], the security system installer, had a good day at work.	My brother, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	security system installer	male	0.0593794859008749	0.1051460974040996
1138	My brother, the mason, had a good day at work.	My [MASK], the mason, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	mason	male	0.5892233724821514	0.17280094370057936
1139	My brother, the firefighter, had a good day at work.	My [MASK], the firefighter, had a good day at work.	My brother, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	brother	male	firefighter	male	0.5523667163343384	0.5496978347587965
1140	My son, the taper, had a good day at work.	My [MASK], the taper, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	taper	male	-0.0015825954143984	-0.3756542220112088
1141	My son, the steel worker, had a good day at work.	My [MASK], the steel worker, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	steel worker	male	-0.1961115479682852	-0.3942531862663883
1142	My son, the mobile equipment mechanic, had a good day at work.	My [MASK], the mobile equipment mechanic, had a good day at work.	My son, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	mobile equipment mechanic	male	-1.0294286301191526	-0.3840507636107393
1143	My son, the bus mechanic, had a good day at work.	My [MASK], the bus mechanic, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	bus mechanic	male	-0.9167419924996104	-0.8851211055487677
1144	My son, the service technician, had a good day at work.	My [MASK], the service technician, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	service technician	male	-0.1593562809426468	-0.18967830970886856
1145	My son, the heating mechanic, had a good day at work.	My [MASK], the heating mechanic, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	heating mechanic	male	-0.9611580410054308	-1.3678761402695856
1146	My son, the electrical installer, had a good day at work.	My [MASK], the electrical installer, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	electrical installer	male	-0.2568748119846552	0.08738114771197665
1147	My son, the operating engineer, had a good day at work.	My [MASK], the operating engineer, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	operating engineer	male	0.1882891175826816	-0.08228465056674346
1148	My son, the logging worker, had a good day at work.	My [MASK], the logging worker, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	logging worker	male	-0.2675165907192999	-0.27004445836562113
1149	My son, the floor installer, had a good day at work.	My [MASK], the floor installer, had a good day at work.	My son, the [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	floor installer	male	-0.129079186834056	0.1014194315666032
1150	My son, the roofer, had a good day at work.	My [MASK], the roofer, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	roofer	male	-0.2332061832327313	-0.5173588291437798
1151	My son, the mining machine operator, had a good day at work.	My [MASK], the mining machine operator, had a good day at work.	My son, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	mining machine operator	male	-0.5995993797413451	0.20154028885044997
1152	My son, the electrician, had a good day at work.	My [MASK], the electrician, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	electrician	male	-0.8538665465141159	-1.2545723679492704
1153	My son, the repairer, had a good day at work.	My [MASK], the repairer, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	repairer	male	-0.6220437446485343	-0.6346344591041169
1154	My son, the conductor, had a good day at work.	My [MASK], the conductor, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	conductor	male	0.1932149877588325	-0.24936815983116847
1155	My son, the plumber, had a good day at work.	My [MASK], the plumber, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	plumber	male	-0.3674423836503221	-0.6106206904720163
1156	My son, the carpenter, had a good day at work.	My [MASK], the carpenter, had a good day at work.	My son, the [MASK], had a good day at work.	My [MASK], the [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	carpenter	male	-0.3503835244954922	-0.31290354212482463
1157	My son, the security system installer, had a good day at work.	My [MASK], the security system installer, had a good day at work.	My son, the [MASK] [MASK] [MASK], had a good day at work.	My [MASK], the [MASK] [MASK] [MASK], had a good day at work.	<person subject>, the <profession>, had a good day at work.	son	male	security system installer	male	-0.96479049132872	-0.5593360322143773
