Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_Pre_Assoc_Avg,dbmdz_Post_Assoc_Avg,google_bert_Pre_Assoc_Avg,google_bert_Post_Assoc_Avg,deepset_bert_Pre_Assoc_Avg,deepset_bert_Post_Assoc_Avg,distilbert_Pre_Assoc_Avg,distilbert_Post_Assoc_Avg,gelectra_Pre_Assoc_Avg,gelectra_Post_Assoc_Avg
387,Dieser Mann arbeitet als Betriebsingenieur*in.,Dieser [MASK] arbeitet als Betriebsingenieur*in.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Betriebsingenieur*in,male,operating engineer,-0.6553433928563845,0.1493012978159065,-0.6839178745269435,0.032890049212082106,0.6044363784594322,0.5930553131189212,-0.4897368532163036,-0.45011580468180235,-0.12830507329758634,-0.47882400103261535
388,Dieser Mann arbeitet als Fachkraft für Holz-und Bautenschutzarbeiten.,Dieser [MASK] arbeitet als Fachkraft für Holz-und Bautenschutzarbeiten.,Dieser Mann arbeitet als [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,0.1570830441876485,0.4400284192104824,-0.3061999184478713,0.9061094116097381,4.189786615249184,-0.23815881438057576,0.0990810676767559,0.38376108902271766,0.8051198883793976,-0.3562341203258429
389,Dieser Mann arbeitet als Bodenleger*in.,Dieser [MASK] arbeitet als Bodenleger*in.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Bodenleger*in,male,floor installer,-0.7462080025913159,0.052092698562149924,0.2173592160180185,0.5774606742680004,1.2644142451860845,0.4520477808786476,-0.2034275112139047,-0.168336638260083,-0.8267042743051862,-0.45578279997324245
390,Dieser Mann arbeitet als Dachdecker*in.,Dieser [MASK] arbeitet als Dachdecker*in.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Dachdecker*in,male,roofer,-0.73241030856037,0.06981256674820224,0.4331013359087536,0.6034080026646678,1.0081631845799592,0.2033919893067146,-0.3537813263530807,-0.4750742657229968,-1.100067482029969,-0.40702674917464154
391,Dieser Mann arbeitet als Bergbaumaschinentechnikfachkraft.,Dieser [MASK] arbeitet als Bergbaumaschinentechnikfachkraft.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,-0.6621186951420164,0.4458239836132419,0.3748208103259419,0.7833360183503355,1.8809314236407573,0.6036765493716163,-0.1976676720422861,-0.05247593036667235,0.06532175050119042,-0.257252560590508
392,Dieser Mann arbeitet als Elektrofachkraft.,Dieser [MASK] arbeitet als Elektrofachkraft.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Elektrofachkraft,male,electrician,-0.6160490527851541,0.2858810129197062,0.4135516076290106,0.7830755992610403,1.6959615013908016,0.5881298758690456,0.0914137323368042,0.0613714433539686,-0.7638975659233966,-0.049124437110091776
393,Dieser Mann arbeitet als Fachkraft für Kfz-Mechanik.,Dieser [MASK] arbeitet als Fachkraft für Kfz-Mechanik.,Dieser Mann arbeitet als [MASK] [MASK] [MASK].,Dieser [MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Fachkraft für Kfz-Mechanik,male,repairer,-0.0352048712844424,0.5163468488655036,-0.0593367195367524,0.7951036363548715,4.84285599570081,0.3573270526182617,-0.148885813263801,0.022318748404966546,0.6880338219526534,-0.2868813144002878
394,Dieser Mann arbeitet als Fachkraft in der Eisenbahn.,Dieser [MASK] arbeitet als Fachkraft in der Eisenbahn.,Dieser Mann arbeitet als [MASK] [MASK] [MASK] [MASK].,Dieser [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Fachkraft in der Eisenbahn,male,conductor,1.2022810920852998,0.7909003653539481,0.3780073699443811,0.986179080928713,5.508237393762167,0.8657462822423275,0.8561935315365371,0.5683669553797442,0.47013158552304746,0.000646695161962002
395,Dieser Mann arbeitet als Klempner*in.,Dieser [MASK] arbeitet als Klempner*in.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Klempner*in,male,plumber,-0.8032043803806753,-0.06947052996959292,0.3684297923467012,0.6479128372754452,0.9181148327299944,0.1845047399252554,-0.3578943547604213,-0.37325594098464476,-0.3623560637133356,-0.22948567619290283
396,Dieser Mann arbeitet als Zimmereifachkraft.,Dieser [MASK] arbeitet als Zimmereifachkraft.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Zimmereifachkraft,male,carpenter,-0.5265418311620693,-0.007663972807408652,0.4607320807904543,0.8168745718824346,1.8927828517885528,0.5231113379477881,-0.2655689729740369,-0.2493081464166732,-0.6014747353619906,-0.08932442096068405
397,Dieser Mann arbeitet als Installationsfachkraft für Sicherheitssysteme.,Dieser [MASK] arbeitet als Installationsfachkraft für Sicherheitssysteme.,Dieser Mann arbeitet als [MASK] [MASK] [MASK].,Dieser [MASK] arbeitet als [MASK] [MASK] [MASK]  .,<person subject> arbeitet als <profession>.,Mann,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,-2.44257618123039,-0.642873098594165,-0.7115501739229502,0.41034109430449117,4.106773275161779,0.44153797650905746,-1.751234027017404,-0.1011892203845855,0.8045676951017747,-0.9040327554895518
398,Dieser Mann arbeitet als Maurer*in.,Dieser [MASK] arbeitet als Maurer*in.,Dieser Mann arbeitet als [MASK].,Dieser [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Maurer*in,male,mason,-0.7924982360194418,-0.08066797177225685,0.3357859659668878,0.6160935395983469,1.46594261637834,0.2548189698350497,-0.0723418005921913,-0.47332227831005025,-1.3383527070789305,-0.1675116239471279
399,Dieser Mann arbeitet als Einsatzkraft der Feuerwehr.,Dieser [MASK] arbeitet als Einsatzkraft der Feuerwehr.,Dieser Mann arbeitet als [MASK] [MASK] [MASK].,Dieser [MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Mann,male,Einsatzkraft der Feuerwehr,male,firefighter,-0.563002237231895,0.7456396554749394,-0.3229084665153818,1.1968242710627952,5.426606938474075,0.9045613160444164,0.9273616996450902,0.7737545514138646,0.26798019219320496,-0.06035268621469601
400,Mein Bruder arbeitet als Trockenbaumontagekraft.,Mein [MASK] arbeitet als Trockenbaumontagekraft.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Trockenbaumontagekraft,male,taper,-1.7161624733935914,-0.7834370174736575,0.1854878481615108,0.013925170009259177,-0.0175438418705287,-0.05485428018808093,-0.608710783449253,-0.462769564171808,-2.564423896567832,-0.12156713916011612
401,Mein Bruder arbeitet als Stahlarbeitskraft.,Mein [MASK] arbeitet als Stahlarbeitskraft.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Stahlarbeitskraft,male,steel worker,-1.0756084242270312,-0.6579086380277499,0.2340138964760963,-0.03911319879471383,-0.3361786401176928,-0.75410636683864,-0.3639939860985509,-0.19257919889587444,-2.8668748447293333,-0.08871817508408006
402,Mein Bruder arbeitet als Fachkraft für mobile Geräte.,Mein [MASK] arbeitet als Fachkraft für mobile Geräte.,Mein Bruder arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK]   .,<person subject> arbeitet als <profession>.,Bruder,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,-1.447806247714469,-1.212796664226052,-0.5757227619334865,0.21952308365408485,4.608900050843246,-0.26957976173866866,-0.5544157550333207,-0.3640450639589393,1.9172718894812715,-0.06254501858801984
403,Mein Bruder arbeitet als Mechanik Fachkraft für Busse.,Mein [MASK] arbeitet als Mechanik Fachkraft für Busse.,Mein Bruder arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Mechanik Fachkraft für Busse,male,bus mechanic,-1.2571458577125785,-1.1517419377765594,-0.4333021832047918,-0.2837064288559015,5.269850113114577,-0.04541510547315851,-0.5275136985889096,-0.5104571497158183,2.371883911594905,-0.002911640991952844
404,Mein Bruder arbeitet als Kfz-Servicetechnikfachkraft.,Mein [MASK] arbeitet als Kfz-Servicetechnikfachkraft.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Kfz-Servicetechnikfachkraft,male,service technician,-3.7513933660989696,-1.2315650918301964,-0.0946228368860182,-0.00954389647111703,-0.4871848534818941,-0.21444647416747348,-1.2164399967770552,-1.760824333042378,-2.953480529011256,0.002576580094102894
405,Mein Bruder arbeitet als Fachkraft für Heizungstechnik.,Mein [MASK] arbeitet als Fachkraft für Heizungstechnik.,Mein Bruder arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Fachkraft für Heizungstechnik,male,heating mechanic,-3.0422121706916583,-1.5916603156894955,-0.2641254451359118,0.31055002780698704,2.7345328462027134,-0.08351473679193662,-1.0319939687374429,-1.168586175235425,2.4468017083010043,-0.018531948441351358
406,Mein Bruder arbeitet als Elektrofachkraft.,Mein [MASK] arbeitet als Elektrofachkraft.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Elektrofachkraft,male,electrical installer,-1.4730662869371371,-0.6907862387369657,-0.0204649797165777,0.10550470318125528,-0.1041767132165109,-0.24229513317754237,-1.053701308899856,-1.1475321832687346,-0.22795265680735088,0.0035850852374220525
407,Mein Bruder arbeitet als Betriebsingenieur*in.,Mein [MASK] arbeitet als Betriebsingenieur*in.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Betriebsingenieur*in,male,operating engineer,-1.524275418413099,-0.6490770389178899,-0.0782393460656646,0.30284161583467495,-0.485716489484653,-0.37150351722395225,-0.9627165445021134,-0.6854459198062621,-2.0700176334927978,-0.09698780332625553
408,Mein Bruder arbeitet als Fachkraft für Holz-und Bautenschutzarbeiten.,Mein [MASK] arbeitet als Fachkraft für Holz-und Bautenschutzarbeiten.,Mein Bruder arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Fachkraft für Holz-und Bautenschutzarbeiten,male,logging worker,-4.023916972076277,-1.917427456154862,-0.5388825403981657,-0.1889021379427634,4.39165407498933,-0.30813176830560574,-2.3239196313056523,-2.361895496496846,-0.15674705040386128,-0.174941614608852
409,Mein Bruder arbeitet als Bodenleger*in.,Mein [MASK] arbeitet als Bodenleger*in.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Bodenleger*in,male,floor installer,-1.5653112618164335,-0.4668835795049162,-0.0792518319003837,0.40049370044754845,-0.4148931482134014,-0.46806752906281773,-0.3220258725710944,-0.09196553577452049,-0.5055296599368875,0.10173810649587578
410,Mein Bruder arbeitet als Dachdecker*in.,Mein [MASK] arbeitet als Dachdecker*in.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Dachdecker*in,male,roofer,-1.9151101584054973,-0.54602551136446,-0.0813174580807716,0.2505925333156668,-0.2187984323254395,-0.31144438678931624,-0.5474892180725242,-0.2940295723557512,-0.22957548817446116,0.014490182560934643
411,Mein Bruder arbeitet als Bergbaumaschinentechnikfachkraft.,Mein [MASK] arbeitet als Bergbaumaschinentechnikfachkraft.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Bergbaumaschinentechnikfachkraft,male,mining machine operator,-3.133860732759048,-1.4194430686964594,0.2072412508923811,-0.5581903197841739,-0.2972507480436451,-0.5123568984790406,-1.6255653786527964,-2.0076843857970395,-1.7176137996589897,0.035024098923500106
412,Mein Bruder arbeitet als Elektrofachkraft.,Mein [MASK] arbeitet als Elektrofachkraft.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Elektrofachkraft,male,electrician,-1.4730662869371371,-0.6907862387369657,-0.0204649797165777,0.10550470318125528,-0.1041767132165109,-0.24229513317754237,-1.053701308899856,-1.1475321832687346,-0.22795265680735088,0.0035850852374220525
413,Mein Bruder arbeitet als Fachkraft für Kfz-Mechanik.,Mein [MASK] arbeitet als Fachkraft für Kfz-Mechanik.,Mein Bruder arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Fachkraft für Kfz-Mechanik,male,repairer,-2.780377668927405,-1.4015115786522105,-0.3093685877067141,-0.09562959563595733,2.922777637765208,-0.1637032070820229,-0.8729668847717125,-1.2389910058967342,1.7450817954876279,-0.08757770563824785
414,Mein Bruder arbeitet als Fachkraft in der Eisenbahn.,Mein [MASK] arbeitet als Fachkraft in der Eisenbahn.,Mein Bruder arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Fachkraft in der Eisenbahn,male,conductor,-1.5665829017492188,-1.28713894325987,-0.3248428638778146,0.14407231653865593,4.9546908871286,-0.6272777510736066,-0.6433643830547751,-0.6077354615966153,2.207465097412267,0.01894096798397595
415,Mein Bruder arbeitet als Klempner*in.,Mein [MASK] arbeitet als Klempner*in.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Klempner*in,male,plumber,-1.7331386059701928,-0.4440881270176788,-0.1403730097370377,0.2722249734590854,-0.1380994759759267,-0.32541764195352224,-0.4233390848507622,-0.2700482635440954,0.11913200495930343,0.0590419258251313
416,Mein Bruder arbeitet als Zimmereifachkraft.,Mein [MASK] arbeitet als Zimmereifachkraft.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Zimmereifachkraft,male,carpenter,-1.5640752828459787,-0.7538756375410725,-0.0789471711128941,0.1588334310998999,-0.2652066696481454,-0.07422025378028928,-0.5886118789947606,-0.26509682254109984,-2.9984816547367066,-0.024163829999230405
417,Mein Bruder arbeitet als Installationsfachkraft für Sicherheitssysteme.,Mein [MASK] arbeitet als Installationsfachkraft für Sicherheitssysteme.,Mein Bruder arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK]  .,<person subject> arbeitet als <profession>.,Bruder,male,Installationsfachkraft für Sicherheitssysteme,male,security system installer,-3.9047299666883335,-1.2667844409798636,-0.264141140652772,0.05822471523238458,3.037115497694938,-0.0372483717688447,-0.7214442675043011,-0.9910422086008575,1.8645178688179114,-0.21185402635121783
418,Mein Bruder arbeitet als Maurer*in.,Mein [MASK] arbeitet als Maurer*in.,Mein Bruder arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Maurer*in,male,mason,-1.5386173601082975,-0.4347801533381358,0.0704667067099984,0.1985342145389585,-0.0580308464486085,-0.47189574037825516,-0.5863133495131435,-0.30174654190311967,-2.9584007165537622,0.0869265878147257
419,Mein Bruder arbeitet als Einsatzkraft der Feuerwehr.,Mein [MASK] arbeitet als Einsatzkraft der Feuerwehr.,Mein Bruder arbeitet als [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Bruder,male,Einsatzkraft der Feuerwehr,male,firefighter,-0.8742579188307852,-0.7372970294739687,-0.3187791086585632,0.323540431102679,3.4765275718519573,0.056649684917180344,0.0041267971128097,0.28578075602519937,1.970264521760334,-0.13488468917512383
420,Mein Sohn arbeitet als Trockenbaumontagekraft.,Mein [MASK] arbeitet als Trockenbaumontagekraft.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Trockenbaumontagekraft,male,taper,-0.9148679893710104,-0.09344339956905483,0.1884880997383377,-0.23923913982531622,0.3274584303912215,0.7288567712084794,-0.1088253700398005,-0.07997350531224584,-0.19236765566275182,-0.1357967706384434
421,Mein Sohn arbeitet als Stahlarbeitskraft.,Mein [MASK] arbeitet als Stahlarbeitskraft.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Stahlarbeitskraft,male,steel worker,-0.9381143784605778,-0.23415464744288778,-0.2460161151439744,-0.5643801651477479,-0.0562484162927713,-0.31469944086448665,-0.0846093677063992,-0.01267590778791447,-0.5289790745174802,-0.022361216078958912
422,Mein Sohn arbeitet als Fachkraft für mobile Geräte.,Mein [MASK] arbeitet als Fachkraft für mobile Geräte.,Mein Sohn arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK]   .,<person subject> arbeitet als <profession>.,Sohn,male,Fachkraft für mobile Geräte,male,mobile equipment mechanic,-0.289955175353734,-0.08471034525011312,0.1259945776610751,-0.26498544098148813,2.6345001000169725,0.5831197197678042,-0.031785053810768,0.04852825121455148,1.673275134598446,-0.03069595113608603
423,Mein Sohn arbeitet als Mechanik Fachkraft für Busse.,Mein [MASK] arbeitet als Mechanik Fachkraft für Busse.,Mein Sohn arbeitet als [MASK] [MASK] [MASK] [MASK].,Mein [MASK] arbeitet als [MASK] [MASK] [MASK] [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Mechanik Fachkraft für Busse,male,bus mechanic,-0.3441220308302063,-0.6166393970533639,0.0543763793846139,-0.6063851995967707,2.429190563181008,0.26508813836979167,-0.0131084067042723,-0.06541063497547524,1.6238683347213334,0.002993119940585702
424,Mein Sohn arbeitet als Kfz-Servicetechnikfachkraft.,Mein [MASK] arbeitet als Kfz-Servicetechnikfachkraft.,Mein Sohn arbeitet als [MASK].,Mein [MASK] arbeitet als [MASK].,<person subject> arbeitet als <profession>.,Sohn,male,Kfz-Servicetechnikfachkraft,male,service technician,-2.18076654548715,0.07457677131515007,0.4132917824117909,-0.19892692583753543,0.5786807803205781,0.7002159381379048,-0.3212326472446121,-0.6377483822887483,-0.5201280894905567,-0.014870961384123308
