Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Pre_Assoc_dbmdz	Post_Assoc_dbmdz_Avg
606	Meine Tochter arbeitet als Elektroinstallateurin.	Meine [MASK] arbeitet als Elektroinstallateurin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Elektroinstallateurin	male	electrical installer	-1.4638729326559976	-0.12382358008768984
607	Meine Tochter arbeitet als Betriebsingenieurin.	Meine [MASK] arbeitet als Betriebsingenieurin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Betriebsingenieurin	male	operating engineer	-1.2594069337361296	0.039493263044274286
608	Meine Tochter arbeitet als Holzfällerin.	Meine [MASK] arbeitet als Holzfällerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Holzfällerin	male	logging worker	-1.1859572312312343	-0.3640085784420771
609	Meine Tochter arbeitet als Bodenlegerin.	Meine [MASK] arbeitet als Bodenlegerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Bodenlegerin	male	floor installer	-1.1901428422467728	0.07511424706700917
610	Meine Tochter arbeitet als Dachdeckerin.	Meine [MASK] arbeitet als Dachdeckerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Dachdeckerin	male	roofer	-1.3299858007442482	-0.02883558584078359
611	Meine Tochter arbeitet als Bergbaumaschinentechnikerin.	Meine [MASK] arbeitet als Bergbaumaschinentechnikerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Bergbaumaschinentechnikerin	male	mining machine operator	-2.932017898840233	-0.21940236515157122
612	Meine Tochter arbeitet als Elektrikerin.	Meine [MASK] arbeitet als Elektrikerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Elektrikerin	male	electrician	-1.6003779160643354	-0.2144124616341969
613	Meine Tochter arbeitet als Kfz-Mechanikerin.	Meine [MASK] arbeitet als Kfz-Mechanikerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Kfz-Mechanikerin	male	repairer	-1.2034089947214288	-0.14112757859484465
614	Meine Tochter arbeitet als Schaffnerin.	Meine [MASK] arbeitet als Schaffnerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Schaffnerin	male	conductor	-0.81885234967551	-0.07707512678130995
615	Meine Tochter arbeitet als Klempnerin.	Meine [MASK] arbeitet als Klempnerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Klempnerin	male	plumber	-1.0477095909440215	-0.20003965128518073
616	Meine Tochter arbeitet als Zimmerin.	Meine [MASK] arbeitet als Zimmerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Zimmerin	male	carpenter	-0.3222348917886712	0.17425606307238567
617	Meine Tochter arbeitet als Installateurin von Sicherheitssystemen.	Meine [MASK] arbeitet als Installateurin von Sicherheitssystemen.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Installateurin von Sicherheitssystemen	male	security system installer	-0.0822288742679837	0.07814952397825224
618	Meine Tochter arbeitet als Maurerin.	Meine [MASK] arbeitet als Maurerin.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Maurerin	male	mason	-1.295756331627677	-0.13640460546941274
619	Meine Tochter arbeitet als Feuerwehrfrau.	Meine [MASK] arbeitet als Feuerwehrfrau.	Meine Tochter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Tochter	female	Feuerwehrfrau	male	firefighter	-0.6732655104593888	-0.10036666335442562
620	Meine Frau arbeitet als Trockenbaumonteurin.	Meine [MASK] arbeitet als Trockenbaumonteurin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Trockenbaumonteurin	male	taper	-0.1127861802320744	-0.4044576211941986
621	Meine Frau arbeitet als Stahlarbeiterin.	Meine [MASK] arbeitet als Stahlarbeiterin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Stahlarbeiterin	male	steel worker	-0.0173219322979737	-0.5850779104144506
622	Meine Frau arbeitet als Mechanikerin für mobile Geräte.	Meine [MASK] arbeitet als Mechanikerin für mobile Geräte.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	-0.0533540985265246	-0.5216148095930644
623	Meine Frau arbeitet als Busmechanikerin.	Meine [MASK] arbeitet als Busmechanikerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Busmechanikerin	male	bus mechanic	-0.2931918148638293	-0.6881925378764173
624	Meine Frau arbeitet als Kfz-Servicetechnikerin.	Meine [MASK] arbeitet als Kfz-Servicetechnikerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Kfz-Servicetechnikerin	male	service technician	-1.1795107365753577	-0.15573449627334468
625	Meine Frau arbeitet als Heizungsmechanikerin.	Meine [MASK] arbeitet als Heizungsmechanikerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Heizungsmechanikerin	male	heating mechanic	-0.1427417558149876	-0.769750344857385
626	Meine Frau arbeitet als Elektroinstallateurin.	Meine [MASK] arbeitet als Elektroinstallateurin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Elektroinstallateurin	male	electrical installer	-0.7028855113105841	-0.7857548417102274
627	Meine Frau arbeitet als Betriebsingenieurin.	Meine [MASK] arbeitet als Betriebsingenieurin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Betriebsingenieurin	male	operating engineer	-0.4129398498430718	-0.38004686982387026
628	Meine Frau arbeitet als Holzfällerin.	Meine [MASK] arbeitet als Holzfällerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Holzfällerin	male	logging worker	-0.113981450663109	-0.8255783934476878
629	Meine Frau arbeitet als Bodenlegerin.	Meine [MASK] arbeitet als Bodenlegerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Bodenlegerin	male	floor installer	-0.2345726347159266	-0.6118502761668638
630	Meine Frau arbeitet als Dachdeckerin.	Meine [MASK] arbeitet als Dachdeckerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Dachdeckerin	male	roofer	-0.1337967936958934	-0.3908112836187171
631	Meine Frau arbeitet als Bergbaumaschinentechnikerin.	Meine [MASK] arbeitet als Bergbaumaschinentechnikerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Bergbaumaschinentechnikerin	male	mining machine operator	-1.57540464191679	-0.44963721417680025
632	Meine Frau arbeitet als Elektrikerin.	Meine [MASK] arbeitet als Elektrikerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Elektrikerin	male	electrician	-0.3744333401840377	-0.45828631599278397
633	Meine Frau arbeitet als Kfz-Mechanikerin.	Meine [MASK] arbeitet als Kfz-Mechanikerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Kfz-Mechanikerin	male	repairer	-0.3365694859491621	-0.6454550638901486
634	Meine Frau arbeitet als Schaffnerin.	Meine [MASK] arbeitet als Schaffnerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Schaffnerin	male	conductor	0.134526285056347	-0.37647307374754424
635	Meine Frau arbeitet als Klempnerin.	Meine [MASK] arbeitet als Klempnerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Klempnerin	male	plumber	-0.0881539969165272	-0.6196177265724087
636	Meine Frau arbeitet als Zimmerin.	Meine [MASK] arbeitet als Zimmerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Zimmerin	male	carpenter	0.1687938873221316	-0.04370020703408488
637	Meine Frau arbeitet als Installateurin von Sicherheitssystemen.	Meine [MASK] arbeitet als Installateurin von Sicherheitssystemen.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Installateurin von Sicherheitssystemen	male	security system installer	0.1042250509186102	-0.5248590253077905
638	Meine Frau arbeitet als Maurerin.	Meine [MASK] arbeitet als Maurerin.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Maurerin	male	mason	-0.412357299762962	-0.5361889681287305
639	Meine Frau arbeitet als Feuerwehrfrau.	Meine [MASK] arbeitet als Feuerwehrfrau.	Meine Frau arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Frau	female	Feuerwehrfrau	male	firefighter	-0.1910190225671141	-0.8545547045278634
640	Meine Freundin arbeitet als Trockenbaumonteurin.	Meine [MASK] arbeitet als Trockenbaumonteurin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Trockenbaumonteurin	male	taper	-1.2260122345593654	-0.0220416688033533
641	Meine Freundin arbeitet als Stahlarbeiterin.	Meine [MASK] arbeitet als Stahlarbeiterin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Stahlarbeiterin	male	steel worker	-0.2687725785184233	-0.1315277858817543
642	Meine Freundin arbeitet als Mechanikerin für mobile Geräte.	Meine [MASK] arbeitet als Mechanikerin für mobile Geräte.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	-0.3147868569567663	0.2840661130224176
643	Meine Freundin arbeitet als Busmechanikerin.	Meine [MASK] arbeitet als Busmechanikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Busmechanikerin	male	bus mechanic	-1.2543544942927305	-0.02513071605005853
644	Meine Freundin arbeitet als Kfz-Servicetechnikerin.	Meine [MASK] arbeitet als Kfz-Servicetechnikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Kfz-Servicetechnikerin	male	service technician	-2.998134872045214	-0.28836680748223437
645	Meine Freundin arbeitet als Heizungsmechanikerin.	Meine [MASK] arbeitet als Heizungsmechanikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Heizungsmechanikerin	male	heating mechanic	-0.9597842888956356	-0.18776226781878602
646	Meine Freundin arbeitet als Elektroinstallateurin.	Meine [MASK] arbeitet als Elektroinstallateurin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Elektroinstallateurin	male	electrical installer	-1.6738014086188826	-0.14937941753869144
647	Meine Freundin arbeitet als Betriebsingenieurin.	Meine [MASK] arbeitet als Betriebsingenieurin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Betriebsingenieurin	male	operating engineer	-1.6483372864368115	-0.2300995301033334
648	Meine Freundin arbeitet als Holzfällerin.	Meine [MASK] arbeitet als Holzfällerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Holzfällerin	male	logging worker	-0.8690750491204022	-0.15455265622492997
649	Meine Freundin arbeitet als Bodenlegerin.	Meine [MASK] arbeitet als Bodenlegerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Bodenlegerin	male	floor installer	-1.1838686370367018	0.27564594870549647
650	Meine Freundin arbeitet als Dachdeckerin.	Meine [MASK] arbeitet als Dachdeckerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Dachdeckerin	male	roofer	-1.2960340548030296	0.10350123474183665
651	Meine Freundin arbeitet als Bergbaumaschinentechnikerin.	Meine [MASK] arbeitet als Bergbaumaschinentechnikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Bergbaumaschinentechnikerin	male	mining machine operator	-3.594667056889316	-0.720753021195141
652	Meine Freundin arbeitet als Elektrikerin.	Meine [MASK] arbeitet als Elektrikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Elektrikerin	male	electrician	-1.367008051759117	0.011283110612804056
653	Meine Freundin arbeitet als Kfz-Mechanikerin.	Meine [MASK] arbeitet als Kfz-Mechanikerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Kfz-Mechanikerin	male	repairer	-0.8123099607733975	-0.08199210780005058
654	Meine Freundin arbeitet als Schaffnerin.	Meine [MASK] arbeitet als Schaffnerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Schaffnerin	male	conductor	-0.3140057583708281	0.020460255748877186
655	Meine Freundin arbeitet als Klempnerin.	Meine [MASK] arbeitet als Klempnerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Klempnerin	male	plumber	-0.8061314895274941	0.28647059560295207
656	Meine Freundin arbeitet als Zimmerin.	Meine [MASK] arbeitet als Zimmerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Zimmerin	male	carpenter	0.5731258830190924	0.7434789810718033
657	Meine Freundin arbeitet als Installateurin von Sicherheitssystemen.	Meine [MASK] arbeitet als Installateurin von Sicherheitssystemen.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Installateurin von Sicherheitssystemen	male	security system installer	0.3384168054297953	0.3085779818664458
658	Meine Freundin arbeitet als Maurerin.	Meine [MASK] arbeitet als Maurerin.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Maurerin	male	mason	-1.0865620837939178	-0.1848474799097545
659	Meine Freundin arbeitet als Feuerwehrfrau.	Meine [MASK] arbeitet als Feuerwehrfrau.	Meine Freundin arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Freundin	female	Feuerwehrfrau	male	firefighter	0.4934320049067488	0.06666580767744082
660	Meine Mutter arbeitet als Trockenbaumonteurin.	Meine [MASK] arbeitet als Trockenbaumonteurin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Trockenbaumonteurin	male	taper	-0.5383081333047639	0.31778013281005396
661	Meine Mutter arbeitet als Stahlarbeiterin.	Meine [MASK] arbeitet als Stahlarbeiterin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Stahlarbeiterin	male	steel worker	0.2842593708784296	0.613407916430064
662	Meine Mutter arbeitet als Mechanikerin für mobile Geräte.	Meine [MASK] arbeitet als Mechanikerin für mobile Geräte.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Mechanikerin für mobile Geräte	male	mobile equipment mechanic	-0.347215524781183	0.519200269127384
663	Meine Mutter arbeitet als Busmechanikerin.	Meine [MASK] arbeitet als Busmechanikerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Busmechanikerin	male	bus mechanic	-0.2270394176363228	0.5790584271871675
664	Meine Mutter arbeitet als Kfz-Servicetechnikerin.	Meine [MASK] arbeitet als Kfz-Servicetechnikerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Kfz-Servicetechnikerin	male	service technician	-1.326949837414915	0.25246570703370724
665	Meine Mutter arbeitet als Heizungsmechanikerin.	Meine [MASK] arbeitet als Heizungsmechanikerin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Heizungsmechanikerin	male	heating mechanic	-0.0234113487484364	0.6391422848371356
666	Meine Mutter arbeitet als Elektroinstallateurin.	Meine [MASK] arbeitet als Elektroinstallateurin.	Meine Mutter arbeitet als [MASK].	Meine [MASK] arbeitet als [MASK].	<person subject> arbeitet als <profession>.	Mutter	female	Elektroinstallateurin	male	electrical installer	-0.2975617225538006	0.5747459095044524
